0.0,0.0,15022.06514669315
0.0,0.1,10178.633494120222
0.0,0.2,11336.254392099663
0.0,0.3,11278.482653632956
0.0,0.4,11670.950861860867
0.0,0.5,11285.42984501094
0.0,0.6,11881.807913098228
0.0,0.7,12032.435006044627
0.0,0.8,11734.051292997141
0.0,0.9,12380.002810253332
0.1,0.0,15022.06514669315
0.1,0.1,5742.956202942275
0.1,0.2,6995.705209421267
0.1,0.3,8228.232349390528
0.1,0.4,9122.582600581482
0.1,0.5,10185.123713278272
0.1,0.6,11070.054177660413
0.1,0.7,11124.37560105447
0.1,0.8,12036.226715881014
0.1,0.9,12353.707994662367
0.2,0.0,15022.06514669315
0.2,0.1,5260.856865855526
0.2,0.2,5592.58050867127
0.2,0.3,6337.29992637322
0.2,0.4,7208.3174324463835
0.2,0.5,8711.340783436644
0.2,0.6,10718.69208468248
0.2,0.7,11075.381818956861
0.2,0.8,11498.486034848476
0.2,0.9,12009.890037374673
0.3,0.0,15022.06514669315
0.3,0.1,4998.898030641921
0.3,0.2,5242.579887944251
0.3,0.3,5710.770124608573
0.3,0.4,7097.514015506018
0.3,0.5,7534.116185363623
0.3,0.6,9483.272213581082
0.3,0.7,9615.45808542303
0.3,0.8,11683.52105082095
0.3,0.9,11785.881292337786
0.4,0.0,15022.06514669315
0.4,0.1,5161.397121499952
0.4,0.2,5001.705951826064
0.4,0.3,5332.812261233301
0.4,0.4,5882.294302471643
0.4,0.5,7229.353092977279
0.4,0.6,8478.394678398983
0.4,0.7,9785.012063914297
0.4,0.8,10723.19994019615
0.4,0.9,11743.784523444532
0.5,0.0,15022.06514669315
0.5,0.1,5111.103783452358
0.5,0.2,4859.211801075859
0.5,0.3,5204.837135716941
0.5,0.4,5635.670353775947
0.5,0.5,6515.763737189729
0.5,0.6,7716.130970376163
0.5,0.7,10222.547854627961
0.5,0.8,10281.265111080505
0.5,0.9,11583.30439678591
0.6,0.0,15022.06514669315
0.6,0.1,5167.076426417591
0.6,0.2,4793.7500816124
0.6,0.3,5059.243803365652
0.6,0.4,5361.587334099862
0.6,0.5,6030.359885266442
0.6,0.6,7164.3243755551675
0.6,0.7,8690.804309443278
0.6,0.8,10164.717543551185
0.6,0.9,11386.29572624553
0.7,0.0,15022.06514669315
0.7,0.1,5373.232242963115
0.7,0.2,4758.269812309725
0.7,0.3,4919.348690003034
0.7,0.4,5295.334360739108
0.7,0.5,5811.387050148254
0.7,0.6,7483.604113092778
0.7,0.7,8563.434597317866
0.7,0.8,9981.294483643118
0.7,0.9,11529.13438422847
0.8,0.0,15022.06514669315
0.8,0.1,5485.589163700044
0.8,0.2,4813.440617862128
0.8,0.3,4849.238034859953
0.8,0.4,5184.780404110523
0.8,0.5,5685.529017535471
0.8,0.6,6763.457113577201
0.8,0.7,7463.976688022964
0.8,0.8,10563.935931914531
0.8,0.9,11510.472903882132
0.9,0.0,15022.06514669315
0.9,0.1,5731.215077540257
0.9,0.2,4733.803843451623
0.9,0.3,4756.639256686744
0.9,0.4,5026.919242597673
0.9,0.5,5486.212317961733
0.9,0.6,6123.319317589358
0.9,0.7,8456.80842805725
0.9,0.8,10045.95654001703
0.9,0.9,11722.022971237277
